PATENT_ID,PATENT_TITLE,PATENT_ABSTRACT,PUBLICATION_DATE,BACKWARD_CITATIONS,FORWARD_CITATIONS
8632636,Wet wiper articles and methods for cleaning removable dental appliances,"A wet wiper for cleaning accumulated oral debris from removable dental appliances. The wet wiper comprises a water insoluble substrate and a physiologically acceptable cleansing composition. Methods for cleaning removable dental appliances are also provided, such methods comprising the step of contacting, for a time sufficient to reduce oral debris, the removable dental appliances, with a wet wiper of the present invention.",2014-01-21,3,0
8634233,Systems and methods for direct communication between magnetic tunnel junctions,"Systems and methods that enable direct communications between magnetic tunnel junctions are provided. In one embodiment, a device includes multiple input magnetic tunnel junctions and an output magnetic tunnel junction. The multiple input magnetic tunnel junctions are connected in parallel, and the output magnetic tunnel junction is connected in series to the input magnetic tunnel junctions. In another embodiment, a device includes a first magnetic tunnel junction, a second magnetic tunnel junction, and a nano-magnetic channel. Each of the first and the second magnetic tunnel junctions has a free layer, a nonmagnetic layer, and a fixed layer. The nano-magnetic channel connects the free layer of the first magnetic tunnel junction to the free layer of the second magnetic tunnel junction.",2014-01-21,1,0
8632907,Method and design for externally applied laser welding of internal connections in a high power electrochemical cell,"An electrochemical cell includes components that are welded from an external source after the components are assembled in a cell canister. The cell canister houses electrode tabs and a core insert. An end cap insert is disposed opposite the core insert. An external weld source, such as a laser beam, is applied to the end cap insert, such that the end cap insert, the electrode tabs, and the core insert are electrically coupled by a weld which extends from the end cap insert to the core insert.",2014-01-21,0,0
D697834,Motor vehicle and/or toy replica thereof,,2014-01-21,0,1
8632644,Bamboo composite timbers,"A bamboo composite timber and method for making the same is presented. Bamboo slats are laid up into a preform in a mold and coated with a urethane adhesive. The slats are arranged in the preform in side-to-side, end-to-end and face-to-face orientation. The composite is subjected to elevated temperature and pressure in the mold until the adhesive cures, the temperature and pressure ensuring uniformity of the resulting timber and eliminating voids and the like internally. The slats may be arranged in any of numerous ways, including three directions of orthogonal relationships.",2014-01-21,0,0
8632127,Child safety seat with height adjustable harness,"A child safety seat has a seat back (16) with an upper end (28), a lower end, a back side, and a front side (26). A harness (50) has a pair of shoulder straps (58) each having a portion positioned forward of and extending along the front side. A headrest (32) is coupled to the seat back near the upper end and has a bottom (40). The vertical position of the headrest is selectively adjustable along the seat back between a raised and a lowered position. A strap router (112) on the seat back directs the shoulder straps from the back side toward the front side. The shoulder straps are directed under the bottom (40) of the headrest. By selectively adjusting the headrest vertical position, the bottom (40) of the headrest adjusts the vertical position of the shoulder straps on the front side of the seat back by increasing or decreasing the useable length.",2014-01-21,0,1
8632868,Integrated insulation extrusion and extrusion technology for window and door systems,"Extruded plastic profiles with integrated insulation, the method for extruding such products, and the windows and doors made with such plastic extrusions. The plastic extrusions may additionally include a low heat build-up capstock system comprising an acrylic cap and pigment system that is substantially IR transparent. The extruded plastic profiles with integrated insulation are recyclable using conventional plastic extrusion process and are fully weldable in conventional window and door manufacturing.",2014-01-21,0,0
D697833,Lattice vase,,2014-01-21,0,0
8632452,Peroxisome proliferator-activator receptor δ (PPARδ) and the development of preimplantation embryos,"Methods and compositions for enhancing development of a preimplantation mammalian embryo and for increasing the live birth potential of an in vitro fertilized mammalian embryo are disclosed. An in vitro method of activating the peroxisome proliferator activated receptor δ (PPARδ) in a preimplantation mammalian embryo comprises culturing an embryo in an embryo culture medium, and upon or after commencement of expression of PPARδ in the cells of the embryo, activating the PPARδ by adding an amount of a PPARδ ligand to said medium effective to bind to PPARδ to deter apoptosis in the cells of the cultured embryo and/or increase proliferation of the cells of the cultured embryo.",2014-01-21,0,0
8632566,Colored suture construction,"A colored suture includes an elongate woven braid of filaments including one or more ends made of an ultra high molecular weight polyethylene (UHMWPE). The suture also includes second and third ends which can be colorable or dyeable before or after incorporation into the elongate woven braid. This invention provides surgeons with improved recognition of suture ends in surgery by construction of a bi-colored co-braid with at least two ends of different color schemes or patterns braided into a UHMWPE construction. One of the colored ends runs continuously from one end of the suture to the other end. The other colored end can be colored only on one half of the end. This provides a suture with two distinguishable ends, while still maintaining a continuous line of color along the length of the suture.",2014-01-21,1,8
8631849,Transfer tool,"A transfer tool A in the present preferred embodiment is provided with a refill 3 including a reel section 31 for holding a transfer tape T therein, a transfer head 35 capable of transferring a transferring material attached to the transfer tape T onto a transfer target, and a support plate 34 having the reel section 31 fixed thereto and being integrated with a base end 351 of the transfer head 35, wherein a engaging section 5 capable of prohibiting a relative turn between the base end 351 and each of a first case member 1 and a second case member 2 is provided between the base end 351 and each of the first case member 1 and the second case member 2.",2014-01-21,0,0
8632727,Self-supporting insulating end cone liner and pollution control device,"The invention provides a flexible and self-supporting insulating end cone liner comprising resilient and compressible intumescent or non-intumescent material molded into a single, continuous piece having a three dimensional cone shape, with the insulating material comprising inorganic fibers and an organic binder, and a pollution control device that includes such an end cone liner.",2014-01-21,4,0
8632312,Reinforced blade for wind turbine,"The invention introduces a reinforcement of a box girder of a wind turbine blade. The reinforcement prevents the transverse shear distortion of the blade structure, when the blade is loaded during operation. The reinforcement connects the corners diagonally opposite inside the girder, and fixes them in relation to each other. The reinforcement increases the blade's resistance to overall collapse. The reinforcement comprises one or more individual element, such as rods or plates.",2014-01-21,0,0
8635079,System and method for sharing malware analysis results,"In certain embodiments, a computer-implemented method includes accessing information related to a first file determined to satisfy at least one of a plurality of suspected malware conditions. A first of a number of manager consoles may access the information, each manager console being communicatively coupled to a respective network of a number of networks. A request may be generated for a determination of whether the first file comprises malware. The determination may be conducted at a master manager console. Data may be accessed indicating a result, outputted by the master manager console, of the determination of whether the first file comprises malware. A sharing policy may be accessed and used to determine whether the result is sharable with a second one of the manager consoles. If the result is sharable, a message comprising the result may be generated to be sent to the second manager console.",2014-01-21,0,0
8635037,Battery state-of-charge management method,"Equipment and methods for estimating and regulating the state of charge (SOC) of a battery in a hybrid fuel cell-battery system for use in a moving vehicle. The SOC is continuously estimated and the fuel cell power is regulated to maintain the SOC at a level such that the battery has enough stored energy to operate motors used in the vehicle, and enough spare capacity to accept regenerative energy from these motors during further operations.",2014-01-21,0,0
8635485,Computer and control method thereof,"A computer includes a CPU and a system unit, and further includes a power source which generates source power, a system driving power generator which converts the source power to system power and which provides power to the system unit, a CPU driving power generator which outputs driving power to drive the CPU, and a controller which selectively supplies the source power or the system power to an input terminal of the CPU driving power generator according to an operation mode of the CPU. Thus, a computer adjusts a level of power supplied to a CPU driving power generator according to a CPU mode and improves power efficiency, and includes a control method thereof.",2014-01-21,0,0
8632329,Injection mold having an elastic member located between a fastening member and a mold core,"An injection mold includes a first mold base, a first mold core, a second mold base, a fastening member, a second mold core and at least one elastic member. The first mold core is fixed to the first mold base, and the fastening member is fixed to the second mold base. The second mold core is movably mounted on the second mold base for engaging with the first mold core to fabricate a workpiece. The at least one elastic member acts as a shock absorber between the fastening member and the second mold core.",2014-01-21,0,0
8634036,Transflective liquid crystal display device with barrier metal layer between ohmic-contact layer and source/drain electrode patterns and fabrication method thereof,"A trans-reflective LCD and a manufacturing method thereof are provided to simplify a manufacturing process and improve yield by reducing the number of masks and implement high definition by preventing wavy noise. A first substrate divided into a pixel unit and first and second pad units is provided. Through a first mask process, a gate electrode and a gate line are formed in the pixel unit of the first substrate. Through a second mask process, an active pattern of an island type is formed on the gate electrode in a state when a first insulating layer is interposed. On the active pattern, an n+ amorphous silicon thin film pattern and a conductive layer pattern are formed. Through a third mask process, a source electrode and a drain electrode are formed in the pixel unit of the first substrate. A data line crosses the gate line to define a pixel area comprising a reflection unit and a transmission unit. Through the third mask process, a pixel electrode comprising a transparent conductive layer is formed in the transmission unit of the pixel area. Through a fourth mask process, a second insulating layer is formed on the first substrate. Through a fifth process, a reflection electrode comprising an opaque conductive layer is formed in the reflection unit of the pixel area. The first substrate is deposited with a second substrate.",2014-01-21,2,0
8633870,Wearable display,"A proposition is to provide a wearable display suitable for enjoying contents including images by plural users simultaneously. To realize the proposition, the wearable display provides an external output unit outputting a signal having the same contents as a signal input to a device to an external device, at an exterior part of an apparatus body including the device making information of contents including images into a state capable of being sensed by a user, and mounting fixtures mounting the device on a head portion of the user.",2014-01-21,0,0
8632973,Nano-PCR: methods and devices for nucleic acid amplification and detection,"Methods, devices, and compositions are described that provide for amplification of nucleic acid sequences without reliance upon temperature cycling, thus freeing the methods from conventional benchtop thermal cycling devices. Denaturation of double stranded nucleic acids, primer annealing, and precision control over primer extension by polymerase can be accomplished by applying stress to a nucleic acid. These methods can provide one or more benefits over conventional PCR methods including: precision control over the PCR process; generally improved fidelity; improved accuracy over problematic sequences such as GC-rich or tandem repeat regions; greater sequence length; increased reaction yield; reduced experimental time; greater efficiency; lower cost; greater portability; and, robustness to various environmental parameters, such as temperature, pH, and ionic strengths.",2014-01-21,4,0
8631539,"Accessory wand storage assembly for use with vacuum appliances, and vacuums using the same","A vacuum extension wand accessory storage assembly for use with a wet/dry vacuum that improves user access to the wands while simultaneously preventing accidental loss or dislodgement of the wands when the vacuum is not in use. The wand storage design includes the combination of a channeled, shaped surface formed in the bottom of the vacuum collection drum and an accessory attachment system on the bottom of the vacuum appliance having both front and rear securement assemblies which in combination secure the extension wands in place below the collection drum of the vacuum appliance in the event of vacuum transportation, lifting, or storage.",2014-01-21,2,0
8633418,Spark plug manufacturing method,"There is provided manufacturing method of a spark plug that includes a center electrode and a ground electrode with a discharge gap left therebetween. At least one of the center electrode and the ground electrode has an electrode body containing a base metal and a noble metal tip welded to the electrode body. The spark plug manufacturing method includes a laser welding step for welding the noble metal tip and the electrode body by placing the noble metal tip at a given position on the electrode body, irradiating a pulsed laser onto the noble metal tip and the electrode body and thereby sequentially forming welding spots corresponding to pulses of the laser in a circumferential direction of the noble metal tip, wherein at least one of the laser pulses is an initially increasing type laser pulse having a laser intensity waveform in which a laser intensity increases with time during a predetermined initial period from a pulse start time.",2014-01-21,0,0
8633833,Control of traffic signal due to obstructed view,"Traffic signal timing may be altered as a function of determining occluded signal viewing. More particularly, processing units may determine that a view of a traffic signal by a person is obstructed by a large vehicle located on a first ingress path to a roadway intersection with a second ingress path. The traffic signal controls the right of way of the first ingress path, and the person with the obstructed view is travelling along the first ingress path toward the intersection and is located behind the large vehicle relative to a view sightline of the person to the traffic signal. In response to the occluded view determination, a transition of the traffic signal may be delayed from a current visual display of a proceed signal to a subsequent visual display of a stop signal, until an end of a delay period.",2014-01-21,0,0
8632314,Cooling fan driving device and fan rotational speed control method,"The invention reduces waste of flow volume of pressurized oil discharged from a hydraulic pump when the rotational speed of a cooling fan is increased to the target rotational speed. The target rotational speed of the cooling fan is set at a target rotational speed setting portion. An acceleration pattern for increasing the cooling fan to the target rotational speed is set at an acceleration pattern setting portion based on the rotational speed of the cooling fan, the target rotational speed set at the target rotational speed setting portion, and magnitude of force due to inertia of the cooling fan and the hydraulic motor. The rotational speed command value calculation portion controls the pressurized oil to be supplied to the hydraulic motor at a flow rate required. Thus, it is possible to reduce wasted relief flow volume.",2014-01-21,0,0
8634501,Carrier selection for multiple antennas,A method and apparatus is disclosed to process a received single stream communication signal and/or a multiple stream communication. A communications receiver is configured to receive the received communication signal. A communications receiver determines whether the received communication signal includes a single stream communication signal or a multiple stream communication signal. The communications receiver determines whether a received communication signal complies with a known single stream communications standard. The communications receiver determines whether the received communication signal complies with a known multiple stream communications standard. The communications receiver decodes the received communication signal according to the known single stream communications standard upon determining the received communication includes the signal single stream communication signal. The communications receiver decodes the received communication signal according to the known multiple stream communications standard upon determining the received communication includes the multiple stream communication signal.,2014-01-21,7,0
D698030,Arm positioning cushion,,2014-01-21,0,2
8635166,Internet content marking,"Distributing content markings includes receiving, from a first entity, marking content corresponding to Internet content and author presentation instructions associated with the marking content. When a request to view the Internet or marking content is received from a second entity, the received author presentation instructions are used to determine whether the second entity is approved to view marking content associated with the requested Internet content. Dependent on whether the second entity is approved to view the marking content, presentation of the information associated with the marking content concurrently with the requested Internet content is enabled.",2014-01-21,0,0
8635317,Method and apparatus for providing uniform content management,"An approach is provided for providing uniform content management for a user equipment. A uniform content management platform determines new content from a plurality of content of different categories. The uniform content management platform further initiates presentation of the new content via a graphical user interface that includes: a dashboard providing a layout of the new content, a content manager that is invoked upon selection of a particular one of the new content for managing a group of content of a common category, and a content editor that is invoked upon selection of one of the content in the group for editing the selected content.",2014-01-21,0,1
8632879,Lightweight thermal management material for enhancement of through-thickness thermal conductivity,"A flexible sheet of aligned carbon nanotubes includes an array of aligned nanotubes held in a polymer matrix material. The carbon nanotubes have an average length of between about 50 microns and about 500 microns. The polymer matrix has an average thickness of between about 10 microns and about 500 microns. The flexible sheet has a density of about 0.2 to about 1.0 g/cc and includes between about 98 to about 60 weight percent aligned carbon nanotubes and between about 2 and about 40 weight percent polymer. A tape of aligned carbon nanotubes, a method for producing a tape of aligned carbon nanotubes, a method of producing the flexible aligned carbon nanotube sheet material and a method of increasing unidirectional heat conduction from a work piece are also disclosed.",2014-01-21,0,1
8632478,Pillow with mechanism for simulated respiration,A pillow with simulated respiration includes a pair of impervious panels that are joined together to form a rectangular shaped enclosed body and a mechanism for inflating/deflating the body periodically to simulate an individual's breathing. The pillow may also include a cushion on top of the body with an electric heating pad on top of the cushion together with a pair of vibrators. The vibrators each have an elongated shape and are constructed and dimensioned to message an individual's neck and upper shoulders when the individual's head is placed on the cushion. The pillow also includes a textile cover with a zipper on one side thereof and a satin pillow case.,2014-01-21,2,0
8635466,Secure digital content distribution system and secure hard drive,A secure storage device includes a storage medium configured to store encrypted digital content and an encrypted content key. A public key decryption module is configured to generate a private key for the secure storage device based on an identification (ID) code of the secure storage device. The public key decryption module decrypts the encrypted content key using the private key to generate a content key. A block decryption module is configured to receive the encrypted digital content and the content key and decrypt the encrypted digital content using the content key to generate decrypted digital content.,2014-01-21,1,0
8635261,Decimation filter,A system includes a decimation module having an adjustable decimation rate and a filter module responsive to the decimation module. A digital phase lock loop is operable to control a decimation rate of the decimation module. The decimation module is a cascade integrator comb decimation module.,2014-01-21,4,0
8632143,Sliding supports,The present invention relates to sliding supports and particularly sliding supports having two elongate members of channel section and an intermediate member positioned between the elongate members. The invention provides a sliding support with improved manufacturability and load bearing capability by providing an intermediate member of alternative cross-section.,2014-01-21,0,0
8633899,Display device including sensing elements and driving method thereof,A display device includes a plurality of touch sensors and a touch sensor controller. The touch sensor controller defines sensing units. Each of the sensing units includes at least two touch sensors. The touch sensor controller generates coordinates information of the sensing unit when all of the touch sensors of the sensing unit are generating an output signal or at least one of the touch sensors of the sensing unit is generating an output signal.,2014-01-21,0,1
D698012,Shower control,,2014-01-21,0,0
8635022,Cylinder lock,"A locking mechanism is provided for a lock body and a rotatable key plug. The locking mechanism comprises pins having recesses, each of the pins adapted to be disposed in pin bores in the key plug for reciprocal and rotational movement. An elongated spring member simultaneously engages and biases the pins toward a keyway in the key plug. A locking bar moves between a first position and a second position where at least a portion of the locking bar is received in the recesses in the pins. The locking bar is prevented from moving to the second position unless the pins are in a position where the recesses are aligned with the locking bar. Upon insertion of a key in the keyway the pins are moved axially or rotated for aligning the recesses in the pins with the locking bar so the key can rotate the key plug.",2014-01-21,4,0
8634563,Attribute based encryption using lattices,"A master public key is generated as a first set of lattices based on a set of attributes, along with a random vector. A master secret key is generated as a set of trap door lattices corresponding to the first set of lattices. A user secret key is generated for a user's particular set of attributes using the master secret key. The user secret key is a set of values in a vector that are chosen to satisfy a reconstruction function for reconstructing the random vector using the first set of lattices. Information is encrypted to a given set of attributes using the user secret key, the given set of attributes and the user secret key. The information is decrypted by a second user having the given set of attributes using the second user's secret key.",2014-01-21,0,0
8632968,Method for the detection and/or identification of a microorganism,"The present invention relates generally to a method of identifying micro-organisms in a sample and in particular to the identification of prokaryotic micro-organisms. In some embodiments, the present invention relates to a method for the detection and/or identification of at least one microorganism or for the simultaneous detection and/or identification of several microorganisms in a test sample wherein the test sample is contacted with one or more probes derived from a tuf gene variable region.",2014-01-21,0,0
8633037,Semiconductor device,"A semiconductor device includes a substrate having a main surface and a rear surface, a transistor formed over a side of the main surface, an insulator layer formed over a side of the main surface, an inductor formed over the insulator layer and a side of the main surface, a tape overlapping the inductor and formed over a side of the main surface, and a bonding pad formed over the insulating layer and a side of the main surface. The tape is selectively formed over an area without the bonding pad.",2014-01-21,1,0
D697996,Off-trigger locator for a firearm,,2014-01-21,0,0
D697710,Combined fishing glove and belt apparatus,,2014-01-21,0,0
8633579,Multi-chip package and method of manufacturing the same,"A multi-chip package may include a package substrate, an interposer chip, a first semiconductor chip, a thermal dissipation structure and a second semiconductor chip. The interposer chip may be mounted on the package substrate. The first semiconductor chip may be mounted on the interposer chip. The first semiconductor chip may have a size smaller than that of the interposer chip. The thermal dissipation structure may be arranged on the interposer chip to surround the first semiconductor chip. The thermal dissipation structure may transfer heat in the first semiconductor chip to the interposer chip. The second semiconductor chip may be mounted on the first semiconductor chip. Thus, the heat in the first semiconductor chip may be effectively transferred to the interposer chip through the thermal dissipation line.",2014-01-21,0,0
8633578,Integrated circuit package system with laminate base,"An integrated circuit package system with laminate base includes: a base package including: a laminate substrate strip, an integrated circuit on the laminate substrate strip, a molded cover over the integrated circuit and the laminate substrate strip, and a strip test of the base package; a bare die on the base package; the bare die electrically connected to the laminate substrate strip; and the bare die and the base package encapsulated.",2014-01-21,1,0
8634404,"Mobile station, base station, mobile communication system, and communication method","A mobile station, a base station, a mobile communication system and a communication method enabling operations associated with simultaneous uplink reception in multiple stations to be simplified are provided. The base station includes a transmission timing determining unit determining a transmission timing based on scheduling conducted upon a data transmission request from a mobile station and notifying the mobile station of the transmission timing, and a receiving unit receiving data in accordance with the transmission timing.",2014-01-21,0,0
8633462,Movement detection device for detecting movement of object in space range,"The present invention relates to a movement detection device for detecting a movement of an object in a space range. The movement detection device includes a light source, a light guiding element, at least two light sensing elements and a processing unit. The light sensing elements have an offset therebetween along a first direction such that the object, when moving in the space range, reflects the light from the light source sequentially to the light sensing elements through the light guiding element. The processing unit identifies the movement of the object along the first direction according to a sequence that the light sensing elements detect the light reflected by the object.",2014-01-21,0,0
8635089,Systems and methods for administration of prescription drug benefits,"The invention relates to the administration of prescription drug formulary information. A list of drugs that a particular prescription drug plan will pay for in whole or in part is called a formulary. The invention involves the use of information and customizable rules associated with formularies, combined with information from patient medical records, to generate custom, dynamic formularies applicable to specific patients, groups of patients, or both. Depending on the choice of rules and the other information, this may help payers control prescription drug costs by encouraging the use of less-expensive drugs when medically appropriate, but without impairing the freedom of prescribers to prescribe specific drugs according to their professional judgments. Some embodiments may also be adapted to generate and store data about the use and functioning of the embodiments or aspects of them and to generate reports containing some or all such data in response to queries.",2014-01-21,0,0
D697892,Mobile phone,,2014-01-21,2,1
8633953,Developer cartridge for image-forming device,"A developer cartridge provided in an image-forming device has a developer side casing that includes a toner-accommodating chamber and a developing chamber; and a plate wall disposed in the developing chamber for partitioning a thickness-regulating blade from the toner-accommodating chamber. When a thickness-regulating blade scrapes excess charged toner off the developing roller, the plate wall prevents this charged toner from returning to the toner-accommodating chamber. A flexible wiper for cleaning toner detection windows is attached to an agitator for stirring toner in the toner-accommodating chamber via a fixing member. The fixing member includes a support plate and a gripping plate disposed opposite each other with a slit formed therebetween. The wiper is inserted into the slit and is fixed to the fixing member when a boss protruding from a restricting plate becomes inserted into a through-hole formed in the wiper.",2014-01-21,0,0
8633159,Apparatus and method for transdermal delivery of parathyroid hormone agents,"An apparatus and method for transdermally delivering a biologically active agent comprising a delivery system having a microprojection member (or system) that includes a plurality of microprojections (or array thereof) that are adapted to pierce through the stratum corneum into the underlying epidermis layer, or epidermis and dermis layers. In one embodiment, the PTH-based agent is contained in a biocompatible coating that is applied to the microprojection member.",2014-01-21,0,0
8632594,Intervertebral device and method of use,"An intervertebral disc replacement device is disclosed and includes a first implantable member having a first anchor plate and a concave body detachably coupled to the first anchor plate, and a second implantable member having a second anchor plate and a convex body detachably coupled to the second anchor plate, the convex body configured to engage the concave body in movable relation thereto.",2014-01-21,10,0
8634005,Very small pixel pitch focal plane array and method for manufacturing thereof,A method for manufacturing an imaging device is provided. The method comprises forming a contact pad over a semiconductor substrate. The contact pad has a malleable metal. The method further comprises providing a readout circuit having a first side and a contact plug. The contact plug has a base affixed to the first side of the readout circuit and a plurality of prongs extending from the base away from the first side. The first side of the readout circuit is moved towards the substrate so that the prongs of the contact plug are pressed into the pad and displace a portion of the pad into a space defined by and between a first and a second of the prongs. Stop elements formed over the substrate are aligned with and contact stop elements provided on the readout circuit so that the prongs are inhibited from passing completely through the contact pad.,2014-01-21,0,1
8635569,Apparatus and method of generating universal memory I/O,"A universal memory I/O generating apparatus includes a defining module, a retrieving module, a generating module, and a layout module. The defining module defines a mapping table according to a pin configuration of a plurality of I/Os. The mapping table includes corresponding relationships between the plurality of IOs and a plurality of memory functions. The retrieving module retrieves control information corresponding to the mapping table from candidate information, which is associated with the corresponding relationships between the plurality of I/Os and the plurality of memory functions. The generating module generates a hardware description language (HDL) file according to the control information. The layout module programs the plurality of I/Os according to the HDL file, so that each of the I/Os can correspond to its corresponding memory function.",2014-01-21,0,0
8632341,Products and methods for providing education with a virtual book,"A product and method for providing a read along educational activity to a user are provided. The product is a single data storage medium containing both book information and associated, coordinated audio narration information. The book information comprises visual images of a book, including pages of a book, moving images of the pages being turned, text on the pages of the book, and pictures or illustrations related to the book or story. The user views the book information on a video screen, as if it were an actual book, while listening to the associated and coordinated audio narration. The product also comprises supplemental features to enhance the read along activity and assist in learning.",2014-01-21,6,0
8632733,Device and kit for collecting body fluids,"The present invention provides for a device and a kit for collecting body fluids. The device includes a body fluid collection portion comprising a body fluid absorbing material. The body fluid connecting portion has a free edge and is hingedly connected at the edge opposite to the free edge to a first support panel and a second support panel. A base panel is hingedly connected to the first support panel or the second support panel. In a first folded condition the body fluid collection portion is sandwiched between the first support panel and the second support panel in a substantially face contacting relationship. The device for collecting body fluids is configured to be folded from the first folded condition into a second folded condition, wherein the body fluid collection portion is exposed so that by grasping the device for collecting body fluids by means of a handle formed by the first support panel, the second support panel and optionally the base panel the body fluid collection portion can be inserted into a sample container containing a body fluid to be sampled. Moreover, the device for collecting body fluids is configured to be folded from the second folded condition into a drying or triangle configuration, wherein the first support panel, the second support panel and the base panel form the three sides of a triangle such that the body fluid collection portion is suspended from its hinged connection with the first and second support panels and arranged within the space defined by the first and second support panels and the base panel.",2014-01-21,1,0
8635316,System and method for automatic configuration and management of home network devices,"Embodiments of a method and system for automatically installing and managing consumer devices in a home network environment are described. A system implements automated configuration and maintenance of devices and their peripherals that connect to the home network, in particular the establishment of a distributed system that serves as a service platform which facilitates automated discovery and initial and ongoing deployment of a home networks and the devices that may interact with or connect to their network automatically or through manual means. An embodiment is directed to a distributed system and method for facilitated automatic configuration, maintenance, and diagnostics of a local area network that in parallel provides for the interoperability of connected intelligent independent computing devices using physical layer, network layer and application layer programmatic interfaces. This distributed system provides a generalized aggregated interface that is a programmatic resource for representing a continuous and historic reference of a local network and connected devices.",2014-01-21,0,0
8631572,Method for the production of a piston for an internal combustion engine,"A method for the production of a piston for an internal combustion engine, in which a piston blank is forged, which is subsequently separated into two parts, to form an upper piston part and a lower piston part, after which the lower piston part and the upper piston part are machined and then welded to one another. Subsequently, the piston is finished. During forging of the piston blank, the top of the piston blank is partly given the shape of the underside of the upper piston part, and the underside of the piston blank is given the shape that corresponds to the interior of the lower piston part. After forging of the piston blank and before separation of the upper piston part from the lower piston part, the top of the piston blank is given the finished shape of the underside of the upper piston part by a cutting machining method.",2014-01-21,1,0
D697764,Container base,,2014-01-21,7,0
8632209,Hybrid source lighting system,"A lighting fixture system, comprising a first illuminant, a secondary illuminant; and a sensor configured to detect a predetermined condition, the sensor being coupled to the first illuminant and the secondary illuminant, the first illuminant and the secondary illuminant comprising different light sources, the sensor configured to cause modulation of the first illuminant and the secondary illuminant in response to detection of the pre-determined condition.",2014-01-21,0,1
8635674,Social content monitoring platform methods,"The SOCIAL CONTENT MONITORING PLATFORM METHODS (“Social-Watch”) transforms social media contents via Social-Watch components, into ad effects data. A method is disclosed, comprising: identifying a request to access user social media content; obtaining user authorization credentials to access user social media content; sending an access request with the obtained user authorization credentials to a social media platform; receiving social media content data from the social media platform; determining a type of the received media content data; tagging the received media content data based on the type according to a progressive taxonomy mechanism; receive a social media analytics request for an item; querying the tagged media content data based on key terms related to the item; and determining impression heuristics for the item based on query results.",2014-01-21,5,1
8634732,Image forming apparatus incorporating therein a fixing unit capable of cleaning a fixing roller by means of an oil roller and a cleaning roller,"An image forming apparatus includes a fixing roller, a heating section, a pressurizing roller, an oil roller, a first cleaning roller, and a control section. The pressurizing roller is pressed against the fixing roller. The oil roller abuts against the fixing roller and is capable of being rotated by rotation of the fixing roller to apply oil onto a surface of the fixing roller. The first cleaning roller abuts against the oil roller and is capable of being rotated by rotation of the oil roller to clean a surface of the oil roller. When the control section determines that the fixing roller and the pressurizing roller have performed fixing on a predetermined number and more of consecutive sheet surfaces, the control section carries out a first control process which causes the heating section to stop and the fixing roller to rotate for a first predetermined time period after the fixing.",2014-01-21,0,0
8633907,Touch screen overlay for visually impaired persons,"A touch screen overlay includes a flexible, substantially planar portion having length and width dimensions corresponding to a touch screen of an electronics appliance, one or more features for aligning the substantially planar portion with the touch screen, and a pattern of raised features and/or openings, providing facility for a person to interact with individual features or openings by touch rather than be sight.",2014-01-21,0,0
8633048,Method for fabricating package structure having MEMS elements,"A fabrication method of a package structure having MEMS elements includes: disposing a plate on top of a wafer having MEMS elements and second alignment keys; cutting the plate to form therein a plurality of openings exposing the second alignment keys; performing a wire bonding process and disposing block bodies corresponding to the second alignment keys, respectively; forming an encapsulant and partially removing the encapsulant and the block bodies from the top of the encapsulant; and aligning through the second alignment keys so as to form on the encapsulant a plurality of metal traces. The present invention eliminates the need to form through holes in a silicon substrate as in the prior art so as to reduce the fabrication costs. Further, since the plate only covers the MEMS elements and the encapsulant is partially removed, the overall thickness and size of the package structure are reduced.",2014-01-21,0,0
8632060,Bumper for manipulator,"A bumper includes a supporting member, a base, a flange, a connecting arm, and a resetting assembly. The base is fixedly connected to the supporting member. The connecting arm has a rotating portion rotatably positioned between the flange and the supporting member. The resetting assembly includes a resisting member and an elastic member. The resisting member is slidably connected to the supporting member. The elastic member is configured for producing an elastic force to drive the resisting member to resist the rotating portion of the connecting arm. One of the rotating portion and the resisting member defines a receiving groove, and the other one of the rotating portion and the resisting member defines a restricting protrusion rotatably engaging in the receiving groove.",2014-01-21,1,0
8632189,Multiple source high performance stereographic projection system,"Multiple source high performance stereographic projection systems are described. One projection system described comprises a first projection channel, a first light source capable of providing light for the first projection channel, and a second light source capable of providing light for the first projection channel, wherein when the projection system is in a first presentation mode the first and second light sources are on, and wherein when the projection system is in a second presentation mode the first light source is on and the second light source is at a reduced power.",2014-01-21,4,0
8632770,Glycopegylated factor IX,"The present invention provides conjugates between Factor IX and PEG moieties. The conjugates are linked via an intact glycosyl linking group interposed between and covalently attached to the peptide and the modifying group. The conjugates are formed from glycosylated peptides by the action of a glycosyltransferase. The glycosyltransferase ligates a modified sugar moiety onto a glycosyl residue on the peptide. Also provided are methods for preparing the conjugates, methods for treating various disease conditions with the conjugates, and pharmaceutical formulations including the conjugates.",2014-01-21,13,0
